"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2016', 'Quantity')","('Jul 2016', 'CIF (Baht)')","('Jan - Jul 2016', 'Quantity')","('Jan - Jul 2016', 'CIF (Baht)')"
BE,BELGIUM,9500,1180039,9500,1180039
CN,CHINA,0,0,5,2070
FR,FRANCE,0,0,500,104194
HK,HONG KONG,0,0,13,2839
ID,INDONESIA,0,0,400,115024
IT,ITALY,0,0,13,6236
JP,JAPAN,19025,2609730,88699,15858042
KR,"KOREA,REPUBLIC OF",34800,1198037,133533,4716828
MY,MALAYSIA,0,0,9000,873840
QA,QATAR,16500,727056,115500,4781920
SG,SINGAPORE,0,0,25,5059
US,UNITED STATES,0,0,9,9284
SUM,SUM,79825,5714862,357197,27655375
