"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'CIF (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'CIF (Baht)')"
CA,CANADA,0,0,159500,7659093
CN,CHINA,0,0,84,23213
FI,FINLAND,0,0,1375,99858
DE,GERMANY,0,0,237,90221
JP,JAPAN,0,0,5625,746878
KR,"KOREA,REPUBLIC OF",14000,958610,14000,958610
MY,MALAYSIA,0,0,17,4042
SA,SAUDI ARABIA,49500,2194056,222750,9274129
SG,SINGAPORE,0,0,63000,3666661
US,UNITED STATES,46750,2263338,637150,30973834
SUM,SUM,110250,5416004,1103738,53496539
