"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7,1737
CN,CHINA,20000,1170259,90120,5403158
DE,GERMANY,225,33508,28820,1906795
IL,ISRAEL,11220,869572,22400,1692747
JP,JAPAN,4100,666619,47891,5030965
KR,"KOREA,REPUBLIC OF",0,0,36000,1760757
MY,MALAYSIA,0,0,27,6238
NL,NETHERLANDS,0,0,49502,3282913
QA,QATAR,25500,1147482,204000,8936178
SA,SAUDI ARABIA,0,0,32000,1416940
SG,SINGAPORE,72,19844,130,73164
CH,SWITZERLAND,0,0,0,1557
TW,"TAIWAN, PROVINCE OF CHINA",0,0,10000,968495
TH,THAILAND,0,0,2250,359978
US,UNITED STATES,0,0,45360,12763682
SUM,SUM,61117,3907284,568507,43605304
