"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'CIF (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,32793,1795265
BD,BANGLADESH,50,5217,400,70679
BE,BELGIUM,37125,1841382,530772,27481156
CA,CANADA,0,0,56132,4554213
CN,CHINA,154275,5044467,2293240,94532074
FR,FRANCE,25,20630,24775,1147107
DE,GERMANY,10000,727517,10042,758596
HK,HONG KONG,0,0,53,13907
IN,INDIA,500,1670299,11776,22678416
IT,ITALY,1000,153430,309330,27100243
JP,JAPAN,118110,7336442,1801450,110510015
KR,"KOREA,REPUBLIC OF",1770050,82818054,15201272,738987725
MY,MALAYSIA,25000,2434626,348930,26451855
PT,PORTUGAL,9504,1018219,44692,4822652
SA,SAUDI ARABIA,74250,2553840,2821500,113561066
SG,SINGAPORE,285200,13619689,1816175,92844760
ES,SPAIN,0,0,25,22371
SE,SWEDEN,24750,797847,49500,1603576
TW,"TAIWAN, PROVINCE OF CHINA",1544500,72397075,8171789,398015725
GB,UNITED KINGDOM,0,0,5430,443321
US,UNITED STATES,95450,6891777,810450,60516373
VN,VIETNAM,0,0,44560,1504875
SUM,SUM,4149789,199330511,34385086,1729415970
