"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
BE,BELGIUM,157400,11378271,1039900,61330634
BR,BRAZIL,0,0,1100,174632
CA,CANADA,0,0,42400,2479953
CN,CHINA,142328,5493851,1371571,60267504
DE,GERMANY,600,101237,12085,1273544
IN,INDIA,0,0,1675,750799
IT,ITALY,46400,4212404,239859,23194161
JP,JAPAN,244551,15409431,1528912,97694998
KR,"KOREA,REPUBLIC OF",765200,42164242,4744225,252955416
MY,MALAYSIA,64870,4348598,781464,41247328
SA,SAUDI ARABIA,173250,8720766,1237500,58998090
SG,SINGAPORE,12000,676680,1825623,101313447
SE,SWEDEN,0,0,40000,1578735
TW,"TAIWAN, PROVINCE OF CHINA",203500,13394241,2423712,133088642
AE,UNITED ARAB EMIRATES,0,0,366900,17916034
GB,UNITED KINGDOM,0,0,9701,1227063
US,UNITED STATES,16250,1086643,707278,45325212
VN,VIETNAM,2160,100696,11180,915907
SUM,SUM,1828509,107087060,16385085,901732099
