"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2015', 'Quantity')","('Mar 2015', 'CIF (Baht)')","('Jan - Mar 2015', 'Quantity')","('Jan - Mar 2015', 'CIF (Baht)')"
AT,AUSTRIA,0,0,1,8200
BE,BELGIUM,131012,8921815,297612,23383523
BR,BRAZIL,0,0,1075,159347
CN,CHINA,24900,1723108,94755,5618432
IT,ITALY,0,0,800,192320
JP,JAPAN,164439,10530103,461382,31189167
KR,"KOREA,REPUBLIC OF",448063,20511985,1347729,64362106
MY,MALAYSIA,136430,5904993,315207,15376325
SG,SINGAPORE,30800,1141399,30800,1141399
ES,SPAIN,0,0,41,5720
TW,"TAIWAN, PROVINCE OF CHINA",103726,6051774,312063,18947088
US,UNITED STATES,1750,177770,80957,9992669
VN,VIETNAM,57780,1151893,140130,2362261
SUM,SUM,1098900,56114840,3082552,172738557
