"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2013', 'Quantity')","('Oct 2013', 'CIF (Baht)')","('Jan - Oct 2013', 'Quantity')","('Jan - Oct 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1008,52978
BE,BELGIUM,0,0,250,102225
CA,CANADA,24750,1382984,121000,6539361
CN,CHINA,69525,5469934,131125,10117607
DE,GERMANY,2550,265404,8500,863568
ID,INDONESIA,35050,2870404,176925,14607123
IL,ISRAEL,0,0,3640,600408
JP,JAPAN,105886,7159994,206624,12209075
KR,"KOREA,REPUBLIC OF",31800,1631121,32000,1642015
KW,KUWAIT,123750,5725786,1460250,62595114
MY,MALAYSIA,673500,35479040,10785000,494592132
QA,QATAR,153000,7223626,2014500,87475734
SA,SAUDI ARABIA,2128500,100657448,24984250,1105328509
SG,SINGAPORE,275250,13979290,3120975,150907843
ES,SPAIN,0,0,11000,1036520
AE,UNITED ARAB EMIRATES,618775,30762260,6271475,284888586
US,UNITED STATES,122800,8256972,1367795,88304803
SUM,SUM,4365136,220864263,50696317,2321863601
