"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'CIF (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,90,130261
AT,AUSTRIA,0,0,10,11099
BE,BELGIUM,26825,1502931,30081,1880300
BR,BRAZIL,9650,789372,1816400,82623013
CA,CANADA,0,0,41160,326207
CN,CHINA,107200,5397746,526819,22985394
CZ,CZECH REPUBLIC,0,0,85,28253
DK,DENMARK,300,72914,300,73118
FI,FINLAND,99000,5347861,198000,11397976
DE,GERMANY,393555,26247417,1009934,69911580
IN,INDIA,1000,61153,1000,61153
ID,INDONESIA,2500,192084,8850,2588723
IL,ISRAEL,10000,799830,10000,799830
IT,ITALY,51335,1855611,59610,3675333
JP,JAPAN,154044,13093286,526592,45948188
KR,"KOREA,REPUBLIC OF",284900,14325579,872655,45553731
KW,KUWAIT,618750,19986565,1064250,35215667
LU,LUXEMBOURG,7750,940553,24425,3050283
MY,MALAYSIA,5581127,190350616,19130355,677941335
NL,NETHERLANDS,244100,14690520,1036267,65264065
NO,NORWAY,51780,2836148,110630,6183008
QA,QATAR,1045525,33257797,3009025,101230429
SA,SAUDI ARABIA,4714175,156752785,12540325,431608027
SG,SINGAPORE,2289975,85481726,6012579,230071847
CH,SWITZERLAND,20,18695,1480,261620
TW,"TAIWAN, PROVINCE OF CHINA",5200,500614,7350,794316
TH,THAILAND,3000,178708,130000,4841164
AE,UNITED ARAB EMIRATES,60500,1971755,332750,11450172
GB,UNITED KINGDOM,1,1235,5001,754614
US,UNITED STATES,345373,17017333,736348,33456406
VN,VIETNAM,4000,491736,16673,1232808
SUM,SUM,16111585,594162570,49259044,1891349920
