"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'CIF (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'CIF (Baht)')"
AU,AUSTRALIA,40,13621,40,13621
AT,AUSTRIA,416,149996,2681,1060096
BE,BELGIUM,1250,160613,118930,9704587
CA,CANADA,1500,391010,7000,1694334
CN,CHINA,371533,17717728,1275328,57711700
FR,FRANCE,11600,1002565,19223,2091142
DE,GERMANY,875,132841,330718,22714114
HK,HONG KONG,580,15018,580,15018
IN,INDIA,24000,2049654,62000,5369313
ID,INDONESIA,22,5374,22,5374
IL,ISRAEL,0,0,0,1718
IT,ITALY,2000,676054,6025,1649399
JP,JAPAN,312076,33999678,1343895,143178702
KP,KOREA DPR,0,0,14000,716785
KR,"KOREA,REPUBLIC OF",239075,11826854,950340,50209625
MY,MALAYSIA,125,16741,3320,288756
QA,QATAR,153000,5809370,1122000,51306860
SA,SAUDI ARABIA,309150,13189912,1268800,51227400
SG,SINGAPORE,2296442,120742957,7974282,423704962
ES,SPAIN,11000,548911,41800,3120473
CH,SWITZERLAND,1250,173488,1250,173488
TW,"TAIWAN, PROVINCE OF CHINA",132024,7325767,324440,18586111
TH,THAILAND,25,13670,25612,708383
TR,TÜRKIYE,0,0,40,16378
AE,UNITED ARAB EMIRATES,499875,20328343,1908581,74841397
GB,UNITED KINGDOM,3550,730166,8563,804400
US,UNITED STATES,1216204,106807709,4928628,431109784
VN,VIETNAM,24525,565740,55265,3125509
SUM,SUM,5612137,344393780,21793363,1355149429
