"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'CIF (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'CIF (Baht)')"
AT,AUSTRIA,0,0,30750,2212256
BE,BELGIUM,0,0,24000,2505431
CN,CHINA,32000,2253305,82375,6190226
FI,FINLAND,2000,233516,6000,706203
IN,INDIA,96000,6398401,144000,9423235
IT,ITALY,0,0,12375,3070759
JP,JAPAN,14000,2121646,72000,7100736
KR,"KOREA,REPUBLIC OF",625000,44969113,1314650,92323497
MY,MALAYSIA,10000,635684,45000,2884285
SA,SAUDI ARABIA,0,0,49500,2552631
SG,SINGAPORE,0,0,1,849
SE,SWEDEN,55525,3869714,232575,18363424
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,998240
AE,UNITED ARAB EMIRATES,49400,2656412,297700,15991838
US,UNITED STATES,20000,1882073,373289,24818296
VN,VIETNAM,78500,5594391,235250,16707603
SUM,SUM,982425,70614255,2930465,205849509
