"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
BE,BELGIUM,4,6747,4,6747
BR,BRAZIL,1378,539858,2888,1107245
CN,CHINA,0,0,13184,1308871
FR,FRANCE,0,1160,42572,4472815
DE,GERMANY,5325,1743190,16502,5261831
JP,JAPAN,103628,8343010,403022,31505336
KR,"KOREA,REPUBLIC OF",149390,11109178,1132628,88146476
NL,NETHERLANDS,1,30714,1,30714
RU,RUSSIAN FEDERATION,0,0,6750,1469879
SG,SINGAPORE,0,0,360,40061
TW,"TAIWAN, PROVINCE OF CHINA",2000,186977,6000,543522
GB,UNITED KINGDOM,0,0,180,55998
US,UNITED STATES,163,101052,887,193008
SUM,SUM,261889,22061886,1624978,134142503
