"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,10000,942780
CN,CHINA,3626,331732,45726,3640851
IT,ITALY,7227,1938661,43562,7091951
KR,"KOREA,REPUBLIC OF",136308,10257935,679513,50175151
MY,MALAYSIA,3875,619176,8375,1039431
PH,PHILIPPINES,0,0,3000,551862
ES,SPAIN,0,0,1148,28323
TW,"TAIWAN, PROVINCE OF CHINA",0,0,54,12681
GB,UNITED KINGDOM,0,0,34605,2885631
US,UNITED STATES,0,0,10650,1128287
VN,VIETNAM,0,0,2403,567895
SUM,SUM,151036,13147504,839036,68064843
