"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
BR,BRAZIL,0,0,2040,319519
CN,CHINA,0,0,79211,4810164
FR,FRANCE,27,4403,19389,3108749
DE,GERMANY,700,131482,8026,1725844
IN,INDIA,2,816,303103,11404638
IT,ITALY,0,0,525,126271
JP,JAPAN,38212,2670180,500830,28041071
KR,"KOREA,REPUBLIC OF",245680,13085787,2697285,125750592
MY,MALAYSIA,19570,1294596,78386,4306415
NL,NETHERLANDS,0,0,2,21465
RU,RUSSIAN FEDERATION,0,0,8250,1402207
US,UNITED STATES,2527,370453,14979,2239083
SUM,SUM,306718,17557717,3712026,183256018
