"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'CIF (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'CIF (Baht)')"
BD,BANGLADESH,0,0,11,1088
BE,BELGIUM,0,0,74250,2564371
BR,BRAZIL,1375,129984,4125,382287
CN,CHINA,6034,267832,36742,1624398
CZ,CZECH REPUBLIC,0,0,50,22373
FR,FRANCE,0,0,1,610
DE,GERMANY,0,0,21,8800
HK,HONG KONG,0,0,21,5899
IN,INDIA,0,0,21001,1851306
JP,JAPAN,4500,516917,165527,10112156
KR,"KOREA,REPUBLIC OF",7650,615351,37879,2279850
MY,MALAYSIA,0,0,24271,1059236
NL,NETHERLANDS,0,0,19705,1046585
QA,QATAR,0,0,637500,16938409
SA,SAUDI ARABIA,222750,6425506,2880000,79002934
ES,SPAIN,0,0,120,67684
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24030,3230901
AE,UNITED ARAB EMIRATES,0,0,535500,18624398
US,UNITED STATES,0,0,135482,4127219
VN,VIETNAM,0,0,118275,4488282
SUM,SUM,242309,7955590,4714511,147438786
