"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'CIF (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2,1751
CN,CHINA,0,0,380412,47542845
DE,GERMANY,0,0,550,120648
HK,HONG KONG,0,0,53,10534
IN,INDIA,0,0,12537,5188608
JP,JAPAN,140,65201,12348,2036265
KR,"KOREA,REPUBLIC OF",0,0,639,181714
NL,NETHERLANDS,0,0,400,89376
SG,SINGAPORE,0,0,4108,1460870
TW,"TAIWAN, PROVINCE OF CHINA",40,4297,40,4297
GB,UNITED KINGDOM,0,0,1406,1174355
SUM,SUM,180,69498,412495,57811263
