"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2022', 'Quantity')","('Jun 2022', 'CIF (Baht)')","('Jan - Jun 2022', 'Quantity')","('Jan - Jun 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,133675,11404063
BE,BELGIUM,51375,3793282,428252,27267564
BR,BRAZIL,0,0,11375,1275580
CA,CANADA,736710,35860284,1509080,69892663
CN,CHINA,3596,45976,75411,3063833
HK,HONG KONG,0,0,51000,2260666
IN,INDIA,0,0,3000,578063
ID,INDONESIA,137500,10897854,2201475,107748091
IL,ISRAEL,4800,597784,4823,613220
JP,JAPAN,68350,10692901,541927,51061133
KR,"KOREA,REPUBLIC OF",23000,2318490,824750,47500363
KW,KUWAIT,99000,4537868,717750,31092397
MY,MALAYSIA,36369,2323223,464266,24214736
NL,NETHERLANDS,41650,2878219,340655,21103918
OM,OMAN,99000,4657736,1089000,47745079
PH,PHILIPPINES,0,0,5,706
QA,QATAR,382500,19748143,1606500,71798434
SA,SAUDI ARABIA,3609750,181248535,18539650,850717884
SG,SINGAPORE,722500,37334319,3485975,176570821
SE,SWEDEN,50,11491,50,11491
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2173,1814852
TH,THAILAND,0,0,105000,4969644
AE,UNITED ARAB EMIRATES,544500,29222158,3143250,158246434
US,UNITED STATES,86200,5893056,2878745,156956033
VN,VIETNAM,0,0,3050,199255
SUM,SUM,6646850,352061319,38160837,1868106923
