"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2020', 'Quantity')","('May 2020', 'CIF (Baht)')","('Jan - May 2020', 'Quantity')","('Jan - May 2020', 'CIF (Baht)')"
CN,CHINA,107080,5278983,251255,12105617
FR,FRANCE,0,0,11000,1643057
HK,HONG KONG,0,0,5,5339
IT,ITALY,11000,1925560,30262,5117559
JP,JAPAN,0,0,50220,667398
KR,"KOREA,REPUBLIC OF",0,0,24900,1775609
MY,MALAYSIA,0,0,1000,65898
NL,NETHERLANDS,0,0,57,52554
SG,SINGAPORE,0,0,11,10785
AE,UNITED ARAB EMIRATES,0,0,3900,1356659
GB,UNITED KINGDOM,50,39600,62,48627
SUM,SUM,118130,7244143,372672,22849102
