"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2020', 'Quantity')","('Nov 2020', 'CIF (Baht)')","('Jan - Nov 2020', 'Quantity')","('Jan - Nov 2020', 'CIF (Baht)')"
BE,BELGIUM,1000,61966,1000,61966
CN,CHINA,56100,3956935,404950,27170566
FI,FINLAND,0,0,500,41607
JP,JAPAN,174000,11588800,2525000,164226860
KR,"KOREA,REPUBLIC OF",482600,27453806,4360850,219077624
MY,MALAYSIA,0,0,266000,17259278
SG,SINGAPORE,0,0,25000,2499442
AE,UNITED ARAB EMIRATES,598500,23847297,7039400,250100153
GB,UNITED KINGDOM,70000,4700035,115000,8191734
US,UNITED STATES,372982,17258538,4819922,223918136
VN,VIETNAM,40000,1819773,255625,11760895
SUM,SUM,1795182,90687150,19813247,924308261
