"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'CIF (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,40,13621
AT,AUSTRIA,500,203335,3181,1263431
BE,BELGIUM,50000,5423287,168930,15127874
CA,CANADA,2750,643841,9750,2338175
CN,CHINA,350912,16319649,1626240,74031349
FR,FRANCE,11000,930509,30223,3021651
DE,GERMANY,70750,5070113,401468,27784227
HK,HONG KONG,0,1600,580,16618
IN,INDIA,1000,101423,63000,5470736
ID,INDONESIA,0,0,22,5374
IL,ISRAEL,0,0,0,1718
IT,ITALY,2000,634472,8025,2283871
JP,JAPAN,326060,35759260,1669955,178937962
KP,KOREA DPR,0,0,14000,716785
KR,"KOREA,REPUBLIC OF",173165,9514494,1123505,59724119
MY,MALAYSIA,1300,123612,4620,412368
NZ,NEW ZEALAND,2500,602720,2500,602720
QA,QATAR,357000,14844100,1479000,66150960
SA,SAUDI ARABIA,92700,4417007,1361500,55644407
SG,SINGAPORE,1451375,74890555,9425657,498595517
ES,SPAIN,11100,978836,52900,4099309
CH,SWITZERLAND,0,0,1250,173488
TW,"TAIWAN, PROVINCE OF CHINA",8399,1495552,332839,20081663
TH,THAILAND,0,0,25612,708383
TR,TÜRKIYE,0,0,40,16378
AE,UNITED ARAB EMIRATES,456500,20012664,2365081,94854061
GB,UNITED KINGDOM,0,0,8563,804400
US,UNITED STATES,974063,108293162,5902691,539402946
VN,VIETNAM,0,0,55265,3125509
SUM,SUM,4343074,300260191,26136437,1655409620
