"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'CIF (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'CIF (Baht)')"
CN,CHINA,0,0,77500,6204594
FR,FRANCE,510,165622,22896,3426327
DE,GERMANY,0,0,6302,1219598
IN,INDIA,47780,3048721,272105,17960187
IT,ITALY,0,0,18724,2538729
JP,JAPAN,26282,2242946,711206,53429333
KR,"KOREA,REPUBLIC OF",186429,12934957,2258691,154698007
MY,MALAYSIA,0,0,58714,3887118
NL,NETHERLANDS,0,0,2,3186
RU,RUSSIAN FEDERATION,0,0,16500,2997080
SG,SINGAPORE,0,0,3740,710324
AE,UNITED ARAB EMIRATES,0,0,7200,849467
US,UNITED STATES,1978,685421,14963,2958085
SUM,SUM,262979,19077667,3468543,250882035
