"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
CA,CANADA,50000,1955678,174450,7125792
CN,CHINA,4100,394603,88838,3436281
DE,GERMANY,941,920882,1044,974514
HK,HONG KONG,0,0,25501,992954
ID,INDONESIA,250,32320,250,32320
JP,JAPAN,4200,403575,50329,4476932
KR,"KOREA,REPUBLIC OF",14000,996895,295003,17367904
NL,NETHERLANDS,11011,1269760,189761,12478266
QA,QATAR,51000,1849871,280500,10065982
SA,SAUDI ARABIA,222750,9101758,1611000,64848637
SG,SINGAPORE,1988710,108409359,18145255,911671299
ES,SPAIN,55000,4344193,304100,22446241
TH,THAILAND,0,0,33780,1702985
AE,UNITED ARAB EMIRATES,792000,34210297,6493125,255103840
US,UNITED STATES,458275,22897941,8150596,349302444
VN,VIETNAM,0,0,75,2270
SUM,SUM,3652237,186787132,35843607,1662028661
