"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,26500,2832887
CN,CHINA,4150,309765,114386,9546296
DE,GERMANY,27,147762,343,269230
IN,INDIA,2000,215331,298680,25332971
ID,INDONESIA,0,0,100,666
IT,ITALY,0,0,2750,495917
JP,JAPAN,0,0,128600,13515843
KR,"KOREA,REPUBLIC OF",7800,644101,151500,12713054
MY,MALAYSIA,0,0,2245,1205103
NZ,NEW ZEALAND,0,0,50,15511
SG,SINGAPORE,17625,901791,298145,15160762
SE,SWEDEN,0,0,31825,6170069
TH,THAILAND,0,0,50,11759
AE,UNITED ARAB EMIRATES,24700,1384086,365350,20299951
US,UNITED STATES,1325,243639,474486,36433457
SUM,SUM,57627,3846475,1895010,144003476
