"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
BE,BELGIUM,75000,6141569,885058,64516074
BR,BRAZIL,0,0,2200,382114
CA,CANADA,0,0,34000,2808109
CN,CHINA,54794,3109367,322648,18194616
ET,ETHIOPIA,0,0,6,5000
FR,FRANCE,0,0,33075,3019118
DE,GERMANY,0,0,86373,8289241
HK,HONG KONG,0,0,15950,1080777
IN,INDIA,0,0,100,173044
ID,INDONESIA,0,0,308,9856
IT,ITALY,10500,1501657,160945,23459836
JP,JAPAN,70403,5488500,1550263,116324657
KR,"KOREA,REPUBLIC OF",110000,6107778,2494573,153359032
MY,MALAYSIA,100480,4576445,1699686,77381607
NL,NETHERLANDS,0,0,2750,293198
SG,SINGAPORE,800,110978,122206,7031300
ES,SPAIN,0,0,29,6676
CH,SWITZERLAND,0,0,25,17833
TW,"TAIWAN, PROVINCE OF CHINA",82803,5465419,1208412,80324803
TH,THAILAND,0,0,40647,2465512
TR,TÜRKIYE,0,0,290,32829
GB,UNITED KINGDOM,0,0,240,37752
US,UNITED STATES,17025,2082171,449528,53185435
VN,VIETNAM,85920,1482437,1070984,18129115
SUM,SUM,607725,36066321,10180296,630527534
