"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2018', 'Quantity')","('Jul 2018', 'CIF (Baht)')","('Jan - Jul 2018', 'Quantity')","('Jan - Jul 2018', 'CIF (Baht)')"
AT,AUSTRIA,500,154356,1328,535341
BE,BELGIUM,0,0,200375,10381552
CA,CANADA,218,60862,1011,410475
CN,CHINA,1009536,55132764,12846022,634808876
CZ,CZECH REPUBLIC,0,0,1700,512944
EG,EGYPT,100,46906,100,46906
FR,FRANCE,0,0,3110,252176
DE,GERMANY,5101,686248,45423,10067755
HK,HONG KONG,0,0,227,48445
IN,INDIA,142150,3428866,415743,10908477
ID,INDONESIA,12254,1347281,231024,22364292
IT,ITALY,0,0,52850,2934680
JP,JAPAN,959108,63297240,5996726,422172168
KR,"KOREA,REPUBLIC OF",1686361,87832907,13992697,662938001
MY,MALAYSIA,17460,1622222,443040,39480295
NL,NETHERLANDS,51075,4426230,646175,56430013
NZ,NEW ZEALAND,480,528484,2615,2709017
PH,PHILIPPINES,0,0,304000,12428224
RU,RUSSIAN FEDERATION,0,0,150,29266
SA,SAUDI ARABIA,1197980,50585917,16316459,647775378
SG,SINGAPORE,989705,55155188,7256656,379819221
SK,SLOVAKIA,9700,650094,19400,1275741
ZA,SOUTH AFRICA,0,0,74250,2856615
ES,SPAIN,22000,1868982,96250,7395111
TW,"TAIWAN, PROVINCE OF CHINA",125547,7453845,1720551,79509408
TH,THAILAND,22000,1339524,145550,7690666
AE,UNITED ARAB EMIRATES,35750,1502092,437350,17657113
US,UNITED STATES,21781,1699094,134732,12144578
VN,VIETNAM,572,292557,30883,4363699
SUM,SUM,6309378,339111659,61416397,3049946433
