"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2016', 'Quantity')","('Dec 2016', 'CIF (Baht)')","('Jan - Dec 2016', 'Quantity')","('Jan - Dec 2016', 'CIF (Baht)')"
AU,AUSTRALIA,126,72006,5967,1013806
AT,AUSTRIA,180,168060,1198,558832
BE,BELGIUM,197730,9531474,2512821,124987724
BZ,BELIZE,0,0,60,39660
BR,BRAZIL,0,0,3500,893625
KH,CAMBODIA,0,0,25,3861
CA,CANADA,292,109734,492,208456
CN,CHINA,1766215,80479505,15372084,766510630
CZ,CZECH REPUBLIC,3,2150,33,50135
EG,EGYPT,50,1397,50,1397
FI,FINLAND,0,0,194116,12085432
FR,FRANCE,5000,505455,219985,12094826
DE,GERMANY,12750,2702559,127796,32400165
HK,HONG KONG,0,0,473,267964
IN,INDIA,26500,1066505,4687724,165259758
ID,INDONESIA,16664,2177957,291886,33078346
IL,ISRAEL,0,0,166795,11989754
IT,ITALY,20,37528,96428,9227686
JP,JAPAN,1007875,65690325,15471832,1052108927
KP,KOREA DPR,0,0,153000,5405914
KR,"KOREA,REPUBLIC OF",1913556,94619852,25733213,1205299392
KW,KUWAIT,0,0,50,17832
MY,MALAYSIA,128118,18903968,1449473,182578719
NL,NETHERLANDS,49500,4716876,604303,55767748
NZ,NEW ZEALAND,200,199527,940,593638
PH,PHILIPPINES,0,0,104,23921
QA,QATAR,25500,1073891,67500,2821908
SA,SAUDI ARABIA,3022210,111481318,58184177,2063053588
SG,SINGAPORE,1007765,56114487,18770895,960641451
ZA,SOUTH AFRICA,0,0,1386000,50418859
ES,SPAIN,0,0,40100,3074724
SE,SWEDEN,0,0,25000,956625
TW,"TAIWAN, PROVINCE OF CHINA",28050,1756333,642982,30584675
TH,THAILAND,13000,668647,136575,6691917
TR,TÜRKIYE,0,0,1470,195147
UA,UKRAINE,11000,439692,41250,1638590
AE,UNITED ARAB EMIRATES,220725,8365636,5094660,185911473
GB,UNITED KINGDOM,25,12980,3028,348450
US,UNITED STATES,40354,4168304,805858,69543529
VN,VIETNAM,80648,3942180,1008962,41478924
SUM,SUM,9574056,469008346,153302805,7089828008
