"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'CIF (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'CIF (Baht)')"
BE,BELGIUM,147410,8714778,433845,26513964
CA,CANADA,0,0,400000,17394795
CN,CHINA,58045,3496422,450396,22646415
DK,DENMARK,0,0,710,957130
FI,FINLAND,0,0,148325,9488741
FR,FRANCE,1,11364,133,82935
DE,GERMANY,83400,7898904,234072,23096179
IN,INDIA,0,0,525,18043
ID,INDONESIA,3350,1736472,6625,3209682
IL,ISRAEL,0,0,9,4301
IT,ITALY,0,0,310,69786
JP,JAPAN,308791,25147243,1394041,113609954
KR,"KOREA,REPUBLIC OF",276005,14684886,884605,45340668
KW,KUWAIT,717750,31569934,1658250,70981182
MY,MALAYSIA,4141592,189280002,14206378,633544415
NL,NETHERLANDS,125110,8968010,525930,40210892
NZ,NEW ZEALAND,16000,364376,48000,1105707
NO,NORWAY,49500,2988611,99000,6009326
QA,QATAR,357000,15065428,2515500,103981321
SA,SAUDI ARABIA,2358700,106314509,8366150,372028349
SG,SINGAPORE,1728671,84863563,6638948,318151295
ES,SPAIN,83000,8679920,360250,31893359
CH,SWITZERLAND,1000,219641,3540,790355
TW,"TAIWAN, PROVINCE OF CHINA",35300,1345787,58100,3636915
AE,UNITED ARAB EMIRATES,0,0,494700,21295902
GB,UNITED KINGDOM,1200,186843,1260,224425
US,UNITED STATES,217883,15321760,1197506,75892595
VN,VIETNAM,4100,506329,15651,1632406
SUM,SUM,10713808,527364782,40142759,1943811037
