"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'CIF (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'CIF (Baht)')"
CA,CANADA,0,0,60,33170
CN,CHINA,11,7027,15532,1112006
FR,FRANCE,170,51492,62317,4350341
DE,GERMANY,410,74034,6229,1018849
IN,INDIA,14027,595812,56477,2630178
IT,ITALY,0,0,675,164888
JP,JAPAN,51110,2634728,920151,41308841
KR,"KOREA,REPUBLIC OF",277890,12482905,1715840,82915768
MY,MALAYSIA,0,0,1000,264729
RU,RUSSIAN FEDERATION,0,0,18000,3140368
TW,"TAIWAN, PROVINCE OF CHINA",0,5213,0,5213
US,UNITED STATES,36,21389,733,208012
SUM,SUM,343654,15872600,2797014,137152363
