"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
CN,CHINA,21020,1369996,260122,14816894
DE,GERMANY,0,0,12005,1237929
HK,HONG KONG,10,1539,12746,615509
IT,ITALY,9625,1494521,11000,1891491
JP,JAPAN,20450,2491092,234110,27024554
KR,"KOREA,REPUBLIC OF",0,0,57600,3779050
SG,SINGAPORE,0,0,83000,5589333
SE,SWEDEN,14000,1422424,40600,4118292
AE,UNITED ARAB EMIRATES,0,0,26000,1221467
US,UNITED STATES,0,0,86272,5526261
SUM,SUM,65105,6779572,823455,65820780
