"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2014', 'Quantity')","('Feb 2014', 'CIF (Baht)')","('Jan - Feb 2014', 'Quantity')","('Jan - Feb 2014', 'CIF (Baht)')"
BE,BELGIUM,124500,8788056,167500,11784928
BR,BRAZIL,1000,151504,1000,151504
CN,CHINA,13219,1098529,28939,1708863
FR,FRANCE,0,0,11000,933832
DE,GERMANY,100,32745,100,32745
HK,HONG KONG,0,0,4950,336179
ID,INDONESIA,288,1758,288,1758
IT,ITALY,0,0,47360,7021327
JP,JAPAN,72824,7100068,193015,15676092
KR,"KOREA,REPUBLIC OF",28000,1710704,56016,3398061
MY,MALAYSIA,108416,3951112,311760,13476637
NL,NETHERLANDS,0,0,2750,293198
SG,SINGAPORE,11704,696356,16706,876876
TW,"TAIWAN, PROVINCE OF CHINA",92500,5874190,145500,9052972
TH,THAILAND,147,33460,147,33460
US,UNITED STATES,22835,2879778,60375,6991485
VN,VIETNAM,31080,759769,56730,1288993
SUM,SUM,506613,33078029,1104136,73058910
