"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2019', 'Quantity')","('Sept 2019', 'CIF (Baht)')","('Jan - Sept 2019', 'Quantity')","('Jan - Sept 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,30890,1397062
AT,AUSTRIA,100,81920,715,304863
BE,BELGIUM,95160,3661245,698785,33601953
BR,BRAZIL,31750,2461734,494375,43218269
CA,CANADA,163625,5073111,341008,15185364
CN,CHINA,62001,3018028,534486,26463366
CZ,CZECH REPUBLIC,0,0,58,20734
FI,FINLAND,257525,13993648,307025,16898654
FR,FRANCE,35750,1897898,1083445,56869437
GE,GEORGIA,0,0,8250,720286
DE,GERMANY,127400,12557671,1010488,90750351
HK,HONG KONG,0,0,3,2329
IN,INDIA,300,23460,35051,1385378
ID,INDONESIA,0,0,5300,218261
IT,ITALY,269160,13032191,1265262,68570552
JP,JAPAN,930280,52366258,9601686,528122743
KR,"KOREA,REPUBLIC OF",487025,16966999,4236846,165382244
KW,KUWAIT,396000,11802018,4851000,161346836
LA,LAO PDR,0,0,2,4500
MY,MALAYSIA,212122,6684678,11071722,407523548
NL,NETHERLANDS,0,0,1135,206245
NO,NORWAY,0,0,19,4760
PH,PHILIPPINES,0,0,507,27485
QA,QATAR,2791440,89953046,16079840,570954307
SA,SAUDI ARABIA,1191350,37050120,16287900,556407542
SG,SINGAPORE,2106543,68338711,18802049,664058889
ES,SPAIN,0,0,33040,1354071
CH,SWITZERLAND,0,0,100,29211
TW,"TAIWAN, PROVINCE OF CHINA",216603,8065928,2842310,111995576
TH,THAILAND,0,0,108618,4199544
AE,UNITED ARAB EMIRATES,892000,27694300,11303120,402245203
GB,UNITED KINGDOM,0,0,485,239576
US,UNITED STATES,1681821,58189237,13641154,1117773030
VN,VIETNAM,0,0,25,3606
SUM,SUM,11947955,432912201,114676699,5047485775
