"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'CIF (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'CIF (Baht)')"
AT,AUSTRIA,0,0,37800,2234979
BE,BELGIUM,134750,7428461,399465,23850436
CA,CANADA,0,0,16000,2831186
CN,CHINA,28544,4557280,215151,34641067
CZ,CZECH REPUBLIC,0,0,100,57006
FI,FINLAND,0,0,25,12740
FR,FRANCE,24750,1357215,443937,23650598
DE,GERMANY,8750,1361131,32613,4832809
HK,HONG KONG,1500,233095,11500,1231920
IN,INDIA,0,0,36000,2086935
ID,INDONESIA,101975,3283721,161475,9733105
IT,ITALY,0,0,50,22704
JP,JAPAN,997774,65269473,7991061,522492305
KR,"KOREA,REPUBLIC OF",494000,25390465,2739531,136291808
MY,MALAYSIA,3142,368050,327367,15828156
NL,NETHERLANDS,134950,8671805,1074450,68408694
SA,SAUDI ARABIA,148500,6871934,1608750,68874966
SG,SINGAPORE,5051400,259911643,35600885,1766664861
ZA,SOUTH AFRICA,0,0,222750,9790378
ES,SPAIN,0,0,1550,306340
CH,SWITZERLAND,3,10805,3,10805
TW,"TAIWAN, PROVINCE OF CHINA",135000,6770021,1312120,63335977
TH,THAILAND,1100,79423,24900,1465337
TR,TÜRKIYE,27,15455,27,15455
AE,UNITED ARAB EMIRATES,233750,10805308,1630125,69817874
GB,UNITED KINGDOM,8000,829711,32000,3192679
US,UNITED STATES,220500,10000925,818580,60651647
VN,VIETNAM,0,0,22000,1213733
SUM,SUM,7728415,413215921,54760215,2893546500
