"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2013', 'Quantity')","('Dec 2013', 'CIF (Baht)')","('Jan - Dec 2013', 'Quantity')","('Jan - Dec 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,33783,1980821
AT,AUSTRIA,360,157425,11120,2900213
BE,BELGIUM,11025,619941,538603,44595455
BR,BRAZIL,0,0,671,116757
CA,CANADA,50750,2592444,717007,35253032
CN,CHINA,313284,15866606,3881790,176048340
CZ,CZECH REPUBLIC,0,0,40000,10269876
FI,FINLAND,0,0,74300,4798212
FR,FRANCE,13000,1415519,37975,5162451
DE,GERMANY,88703,7021720,1795084,131973222
HK,HONG KONG,0,0,587,107713
IN,INDIA,0,0,55,13534
ID,INDONESIA,0,0,11273,3547780
IT,ITALY,0,0,2775,1146098
JP,JAPAN,430863,38753745,4511123,470009245
KR,"KOREA,REPUBLIC OF",271225,15630334,4608743,300972091
MY,MALAYSIA,40500,3045271,382513,27896089
MX,MEXICO,0,0,5207,1700514
NL,NETHERLANDS,49,29376,180799,13762310
NO,NORWAY,0,0,1,1398
PH,PHILIPPINES,0,0,8950,2208397
QA,QATAR,25500,1377385,450750,20018382
SA,SAUDI ARABIA,0,0,9800300,443432532
SG,SINGAPORE,1039675,59473692,18631226,1010566638
ES,SPAIN,272250,13769803,1122002,55842733
SE,SWEDEN,0,0,40000,1555844
CH,SWITZERLAND,0,0,7090,949934
TW,"TAIWAN, PROVINCE OF CHINA",152500,9485226,2086420,115926680
TH,THAILAND,3050,398682,12900,1041681
AE,UNITED ARAB EMIRATES,148200,7487067,2946650,137302471
GB,UNITED KINGDOM,0,0,12090,2215770
US,UNITED STATES,893240,87625622,12304939,1148301641
VN,VIETNAM,0,0,115927,9903531
VG,VIRGIN ISLANDS (BRITISH),0,0,137,141409
SUM,SUM,3754174,264749858,64372790,4181662794
