"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2012', 'Quantity')","('Jan 2012', 'CIF (Baht)')","('Jan - Jan 2012', 'Quantity')","('Jan - Jan 2012', 'CIF (Baht)')"
JP,JAPAN,4477,640731,4477,640731
KR,"KOREA,REPUBLIC OF",13300,944522,13300,944522
SUM,SUM,17777,1585253,17777,1585253
