"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
BE,BELGIUM,2500,454227,186340,16990480
BG,BULGARIA,2000,399020,2000,399020
CA,CANADA,0,0,43540,7644362
CN,CHINA,45000,7169683,598383,93906378
FR,FRANCE,97625,6155543,710350,55157352
DE,GERMANY,2212,356201,38050,7089258
HK,HONG KONG,2000,167504,20300,2229547
IN,INDIA,0,0,9,1906
ID,INDONESIA,14500,2005060,113022,12960293
IT,ITALY,0,0,453775,35104629
JP,JAPAN,990367,77299746,14567832,1102896987
KR,"KOREA,REPUBLIC OF",242525,15049820,4209287,252402977
MY,MALAYSIA,37700,1967057,659560,35926935
NL,NETHERLANDS,72875,5298437,1159400,88843216
NZ,NEW ZEALAND,0,0,1128,302599
NO,NORWAY,0,0,1,1150
SA,SAUDI ARABIA,401750,20325844,2591450,134954687
SG,SINGAPORE,5055200,283727655,54598829,3078099158
ZA,SOUTH AFRICA,0,0,99000,5005968
ES,SPAIN,0,0,16500,1994666
TW,"TAIWAN, PROVINCE OF CHINA",295220,18267888,1988287,119854152
TH,THAILAND,0,0,12530,796174
UA,UKRAINE,0,0,0,4000
AE,UNITED ARAB EMIRATES,99000,4827964,1702150,87532976
GB,UNITED KINGDOM,8000,794897,40980,5255377
US,UNITED STATES,45842,4456358,583397,52164475
VN,VIETNAM,0,0,58300,21427364
SUM,SUM,7414316,448722904,84454400,5218946086
