"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2015', 'Quantity')","('Mar 2015', 'CIF (Baht)')","('Jan - Mar 2015', 'Quantity')","('Jan - Mar 2015', 'CIF (Baht)')"
BE,BELGIUM,60000,6285100,108000,11287823
CN,CHINA,24000,1869816,24000,1869816
IT,ITALY,0,0,50,21948
JP,JAPAN,0,7240,22000,1651630
KR,"KOREA,REPUBLIC OF",16432,1111544,37832,2419281
SG,SINGAPORE,556000,20694598,1964000,82528263
TW,"TAIWAN, PROVINCE OF CHINA",0,0,18000,1377000
AE,UNITED ARAB EMIRATES,62400,2845251,236600,11515916
US,UNITED STATES,0,0,105390,7984904
SUM,SUM,718832,32813549,2515872,120656581
