"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
AU,AUSTRALIA,1,2169,1,2169
AT,AUSTRIA,0,0,103,28597
BE,BELGIUM,38000,4062040,171000,18498960
CN,CHINA,0,0,16000,1686862
HK,HONG KONG,0,0,0,3000
IN,INDIA,0,0,6,1386
JP,JAPAN,228725,24140531,1660741,168838520
KR,"KOREA,REPUBLIC OF",0,0,258395,13962406
MY,MALAYSIA,0,0,17750,1444265
QA,QATAR,33000,1372579,115500,4972529
SA,SAUDI ARABIA,0,0,8,3835
SG,SINGAPORE,0,0,9000,1461919
TW,"TAIWAN, PROVINCE OF CHINA",45,27460,416045,27685430
TH,THAILAND,0,0,800,118300
US,UNITED STATES,74,51548,174,87341
VN,VIETNAM,0,0,50,49299
SUM,SUM,299845,29656327,2665573,238844818
