"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'CIF (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'CIF (Baht)')"
CN,CHINA,0,0,4940,867160
FR,FRANCE,0,0,2,1376
HK,HONG KONG,12,2772,12,4972
IN,INDIA,0,0,436,24764
JP,JAPAN,1000,321775,4136,1382163
KR,"KOREA,REPUBLIC OF",0,0,2500,407785
MY,MALAYSIA,0,0,3,606
SG,SINGAPORE,0,0,8107,809166
TW,"TAIWAN, PROVINCE OF CHINA",41,35901,51,56015
AE,UNITED ARAB EMIRATES,0,0,53,22313
SUM,SUM,1053,360448,20240,3576320
