"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7,1737
CN,CHINA,9000,544210,114120,6830303
DE,GERMANY,0,0,28820,1906795
IL,ISRAEL,11200,899526,44800,3471652
JP,JAPAN,6450,750972,63933,6660166
KR,"KOREA,REPUBLIC OF",0,0,36000,1760757
MY,MALAYSIA,0,0,27,6238
NL,NETHERLANDS,0,0,49502,3282913
QA,QATAR,51000,2541822,280500,12660719
SA,SAUDI ARABIA,0,0,32000,1416940
SG,SINGAPORE,0,0,220,91173
CH,SWITZERLAND,0,0,0,1557
TW,"TAIWAN, PROVINCE OF CHINA",0,0,10000,968495
TH,THAILAND,0,0,2250,359978
US,UNITED STATES,0,0,45380,12777822
SUM,SUM,77650,4736530,707559,52197245
