"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'CIF (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'CIF (Baht)')"
AU,AUSTRALIA,400,102706,800,205303
AT,AUSTRIA,404,535371,2161,3224746
BD,BANGLADESH,0,0,28,7480
BE,BELGIUM,0,0,85490,6426543
BR,BRAZIL,1146,417020,5921,2123401
CA,CANADA,11,102542,284,3238540
CN,CHINA,50891,4906703,1657984,88843833
CZ,CZECH REPUBLIC,0,0,2,1157
DK,DENMARK,0,0,3,19656
FR,FRANCE,25566,1895794,279028,18019800
DE,GERMANY,21780,6043934,115909,31211223
HK,HONG KONG,0,0,56207,14968018
IN,INDIA,0,0,266738,13957837
ID,INDONESIA,0,0,70038,6268067
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,1680,235487
IT,ITALY,0,0,22656,3315531
JP,JAPAN,84912,14510660,2349281,380463989
KR,"KOREA,REPUBLIC OF",330000,19463107,3383444,199729487
LU,LUXEMBOURG,0,0,5,3725
MY,MALAYSIA,138523,13006600,1288784,117380412
NL,NETHERLANDS,81960,7305783,940558,86269592
NZ,NEW ZEALAND,0,0,173,144210
NO,NORWAY,0,0,347,164761
PH,PHILIPPINES,0,0,5,3628
RU,RUSSIAN FEDERATION,0,0,845,114220
SA,SAUDI ARABIA,148500,6623508,2277000,95090407
SG,SINGAPORE,72612,10229460,661408,78632712
ES,SPAIN,0,0,48575,3975863
SE,SWEDEN,0,0,1,451
CH,SWITZERLAND,0,0,2300,1634553
TW,"TAIWAN, PROVINCE OF CHINA",90000,5403597,1087640,55197089
TH,THAILAND,0,0,22500,1974211
AE,UNITED ARAB EMIRATES,346500,16075259,1089000,49071780
GB,UNITED KINGDOM,0,0,69983,8108933
US,UNITED STATES,43492,8543936,1374157,204796910
VN,VIETNAM,5000,435508,95635,8081714
SUM,SUM,1441697,115601488,17256570,1482905269
