"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'CIF (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,36000,2151143
CN,CHINA,56100,2700558,285627,17173941
FR,FRANCE,11000,1663011,11000,1663011
IT,ITALY,0,0,9625,1956162
JP,JAPAN,60470,6270164,60470,6270164
MY,MALAYSIA,0,0,2,651
SG,SINGAPORE,0,0,189250,7603004
TW,"TAIWAN, PROVINCE OF CHINA",1,232,1,232
AE,UNITED ARAB EMIRATES,75400,3368772,127400,5868015
SUM,SUM,202971,14002737,719375,42686323
