"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2019', 'Quantity')","('Sept 2019', 'CIF (Baht)')","('Jan - Sept 2019', 'Quantity')","('Jan - Sept 2019', 'CIF (Baht)')"
AU,AUSTRALIA,2000,302656,31327,2315404
BE,BELGIUM,156000,6344660,1454650,59067297
BR,BRAZIL,0,0,425,54004
CA,CANADA,50000,1457212,175050,5508261
CN,CHINA,25477,1818002,857327,56747660
FR,FRANCE,0,0,22000,1735056
IN,INDIA,52000,1597548,52000,1597548
ID,INDONESIA,165502,8096873,703677,39744317
IL,ISRAEL,0,0,22116,1704463
JP,JAPAN,64000,7484995,2483047,142060860
KR,"KOREA,REPUBLIC OF",50200,1818552,457000,17976473
KW,KUWAIT,222750,6339661,2153250,67430518
MY,MALAYSIA,36500,1212310,540000,19046311
NL,NETHERLANDS,0,0,140000,5768277
QA,QATAR,459000,13519513,3213000,101590269
SA,SAUDI ARABIA,3679000,110919810,29742650,983971018
SG,SINGAPORE,264750,9053062,4949225,184108833
ZA,SOUTH AFRICA,0,0,420750,13736419
ES,SPAIN,0,0,168500,6056843
TW,"TAIWAN, PROVINCE OF CHINA",0,0,10,2432
AE,UNITED ARAB EMIRATES,841600,25832201,7347350,250916438
US,UNITED STATES,1009250,29667282,7578027,262367826
VN,VIETNAM,0,0,50,1338
SUM,SUM,7078029,225464337,62511431,2223507865
