"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2018', 'Quantity')","('Jun 2018', 'CIF (Baht)')","('Jan - Jun 2018', 'Quantity')","('Jan - Jun 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,14400,655409
CN,CHINA,0,0,30220,2430010
FR,FRANCE,20844,1304182,32994,4093057
DE,GERMANY,525,96326,5076,937128
JP,JAPAN,41918,2323202,261304,14082359
KR,"KOREA,REPUBLIC OF",208860,10741834,1435234,66387470
MY,MALAYSIA,0,0,18,4836
RU,RUSSIAN FEDERATION,0,0,16500,2706002
GB,UNITED KINGDOM,0,0,0,385
US,UNITED STATES,4,4290,366,172652
SUM,SUM,272151,14469834,1796112,91469308
