"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2013', 'Quantity')","('Dec 2013', 'CIF (Baht)')","('Jan - Dec 2013', 'Quantity')","('Jan - Dec 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,192000,18748376
CN,CHINA,100,9374,5741,499419
FI,FINLAND,0,0,35750,2387136
IT,ITALY,0,0,1450,429329
JP,JAPAN,0,0,859200,55128754
KR,"KOREA,REPUBLIC OF",2400,233571,396900,24812619
SG,SINGAPORE,906000,44642453,9563000,443366845
SE,SWEDEN,0,0,14000,1295181
AE,UNITED ARAB EMIRATES,75400,3928995,1458650,71428199
GB,UNITED KINGDOM,0,0,950,120827
US,UNITED STATES,227022,14197536,1584837,95364985
SUM,SUM,1210922,63011929,14112478,713581670
