"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'CIF (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'CIF (Baht)')"
BE,BELGIUM,24000,2880370,60000,6842674
CN,CHINA,300,20279,500,35974
ID,INDONESIA,0,0,2,2033
JP,JAPAN,1000,330093,47700,4401239
KR,"KOREA,REPUBLIC OF",64000,3840493,64000,3840493
OM,OMAN,60,24676,60,24676
SG,SINGAPORE,192000,7883116,1176000,44550811
AE,UNITED ARAB EMIRATES,0,0,197700,7164034
US,UNITED STATES,31977,2561241,1115580,72255790
SUM,SUM,313337,17540268,2661542,139117724
