"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
AU,AUSTRALIA,74280,5127595,332139,21737265
AT,AUSTRIA,0,0,784,35643
BE,BELGIUM,118000,8763572,995675,73748640
BR,BRAZIL,0,0,500,75073
BG,BULGARIA,0,0,40,16765
CA,CANADA,275,124099,275,124099
CN,CHINA,696981,42097973,4986257,348494389
CZ,CZECH REPUBLIC,250,38902,375,60923
EC,ECUADOR,6,3926,6,3926
FI,FINLAND,0,0,195437,14138342
FR,FRANCE,53540,4918980,406027,32683249
DE,GERMANY,9020,2705156,180523,34367069
HK,HONG KONG,0,0,415,75967
IN,INDIA,16030,1092987,146283,7865018
ID,INDONESIA,20105,4298155,121120,17106403
IL,ISRAEL,6120,603822,13370,1309135
IT,ITALY,815,113629,27208,4647876
JP,JAPAN,1268340,99922795,8366450,709746394
KP,KOREA DPR,24000,1523077,72208,4762104
KR,"KOREA,REPUBLIC OF",1648181,101964193,17088811,1074550326
MY,MALAYSIA,50466,7591176,679824,99737784
MX,MEXICO,0,0,60,83519
NL,NETHERLANDS,167980,13516919,887740,77338116
NZ,NEW ZEALAND,0,0,3168,507009
PH,PHILIPPINES,0,0,17689,1681291
PT,PORTUGAL,0,0,47,31619
SA,SAUDI ARABIA,6931820,353209854,39728869,2018552475
SG,SINGAPORE,1636170,100189582,12968501,791101696
SK,SLOVAKIA,0,0,2500,532695
ZA,SOUTH AFRICA,0,0,297000,15017904
ES,SPAIN,0,0,55021,6795502
TW,"TAIWAN, PROVINCE OF CHINA",282590,17500301,2135772,110363755
TH,THAILAND,1560,216895,80862,4549679
AE,UNITED ARAB EMIRATES,66000,3502724,833650,43042323
GB,UNITED KINGDOM,16966,2360124,18118,2730691
US,UNITED STATES,114799,8038010,2076407,119446855
VN,VIETNAM,115247,6445036,159681,12090401
SUM,SUM,13319541,785869482,92878812,5649151920
