"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'CIF (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'CIF (Baht)')"
BE,BELGIUM,24000,2304468,72000,6899258
CN,CHINA,20000,1452295,88000,7021810
FR,FRANCE,12100,1198142,23100,2121342
DE,GERMANY,22000,4160332,37850,7016560
IT,ITALY,0,0,13750,2757378
JP,JAPAN,0,0,550,291079
KR,"KOREA,REPUBLIC OF",24300,2008217,85500,7037683
MY,MALAYSIA,0,0,5500,878447
SG,SINGAPORE,25,4699,331525,13937422
SE,SWEDEN,14000,1638333,16800,2283752
CH,SWITZERLAND,0,0,0,1757
AE,UNITED ARAB EMIRATES,52000,2414590,182000,8511217
US,UNITED STATES,45398,4187021,108911,7698893
VN,VIETNAM,0,0,1000,124251
SUM,SUM,213823,19368097,966486,66580849
