"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'CIF (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'CIF (Baht)')"
BD,BANGLADESH,0,0,250,32127
BE,BELGIUM,186550,9802489,1671292,101801383
CA,CANADA,0,0,175720,11218158
CN,CHINA,165043,5997794,1295823,69500947
DE,GERMANY,0,0,26767,2443271
HK,HONG KONG,0,0,9,1875
IN,INDIA,0,0,4085,716945
IT,ITALY,5500,749770,104511,13031597
JP,JAPAN,155365,10681550,1651014,114808452
KR,"KOREA,REPUBLIC OF",645949,34476795,5313079,281929349
LA,LAO PDR,0,0,4,11613
MY,MALAYSIA,54840,2809614,1227946,59316688
MX,MEXICO,0,0,6577,1212883
NZ,NEW ZEALAND,0,0,912,576248
SA,SAUDI ARABIA,247500,11704735,2202750,102190810
SG,SINGAPORE,12000,684166,159380,7566585
TW,"TAIWAN, PROVINCE OF CHINA",204142,13521606,1868039,110440887
GB,UNITED KINGDOM,390,285380,7333,1808066
US,UNITED STATES,298494,15029892,1272137,71583424
VN,VIETNAM,0,0,316820,6544329
SUM,SUM,1975773,105743791,17304448,956735637
