"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2014', 'Quantity')","('Nov 2014', 'CIF (Baht)')","('Jan - Nov 2014', 'Quantity')","('Jan - Nov 2014', 'CIF (Baht)')"
BR,BRAZIL,0,0,95,103515
CN,CHINA,22000,1303730,204074,12577655
FR,FRANCE,0,0,100,71639
DE,GERMANY,0,0,1376,117934
HK,HONG KONG,0,0,2,1306
IN,INDIA,0,0,225,21739
IL,ISRAEL,0,0,101000,8605496
JP,JAPAN,7850,743755,109377,10083278
KR,"KOREA,REPUBLIC OF",17500,892118,91200,5006735
MY,MALAYSIA,20000,429339,60066,1355138
NL,NETHERLANDS,0,0,50,51216
QA,QATAR,0,0,246000,13279328
SG,SINGAPORE,0,0,27603,1673614
TW,"TAIWAN, PROVINCE OF CHINA",0,0,30000,3271981
TR,TÜRKIYE,0,0,10,5235
US,UNITED STATES,18144,5537909,72752,22271511
SUM,SUM,85494,8906851,943930,78497320
