"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2012', 'Quantity')","('Feb 2012', 'CIF (Baht)')","('Jan - Feb 2012', 'Quantity')","('Jan - Feb 2012', 'CIF (Baht)')"
BE,BELGIUM,12000,1294914,12000,1294914
CN,CHINA,6600,1089758,11600,1973019
DE,GERMANY,0,0,63000,5248296
JP,JAPAN,0,0,158600,10547402
KR,"KOREA,REPUBLIC OF",13000,1196526,35000,2254554
QA,QATAR,0,0,49500,2056624
SG,SINGAPORE,0,0,225000,9632745
AE,UNITED ARAB EMIRATES,94950,4542576,269750,12754833
US,UNITED STATES,263718,20752352,387546,28926099
SUM,SUM,390268,28876126,1211996,74688486
