"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8740,852448
AT,AUSTRIA,630,297839,59800,5255523
BE,BELGIUM,67215,4058264,267216,20538316
CA,CANADA,51850,2917916,845058,47300197
CN,CHINA,333757,15387483,3756221,176545739
DK,DENMARK,0,0,1,11308
FI,FINLAND,0,0,49500,3315974
FR,FRANCE,0,0,16800,2394313
DE,GERMANY,31518,3191900,880293,73223854
GR,GREECE,0,0,1375,140165
HK,HONG KONG,0,0,79119,1226411
IN,INDIA,1600,149524,42661,3648154
ID,INDONESIA,0,0,33,8469
IT,ITALY,150,41534,4152,1116978
JP,JAPAN,313296,35423890,3753926,419162280
KR,"KOREA,REPUBLIC OF",293411,17530425,1921097,133100162
LU,LUXEMBOURG,340,70125,415,86059
MY,MALAYSIA,20529,1613033,389466,31082040
NL,NETHERLANDS,0,0,59425,5180816
PH,PHILIPPINES,0,0,2250,147463
QA,QATAR,440000,23218890,2327000,119141727
SA,SAUDI ARABIA,389700,20422556,5069630,260514092
SG,SINGAPORE,1588240,98505715,17391654,1025742510
ES,SPAIN,0,0,195250,9624307
LK,SRI LANKA,0,0,1,146
SE,SWEDEN,0,0,80000,3892504
CH,SWITZERLAND,0,0,0,3776
TW,"TAIWAN, PROVINCE OF CHINA",111524,7581089,1037938,65790434
TH,THAILAND,2000,257340,14750,1954162
AE,UNITED ARAB EMIRATES,535000,28781293,3133654,168769621
GB,UNITED KINGDOM,2105,501228,7325,1547514
US,UNITED STATES,1249937,100134153,10841684,875357972
VN,VIETNAM,17500,1502690,113725,9679576
SUM,SUM,5450302,361586887,52350159,3466355010
