"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2014', 'Quantity')","('Apr 2014', 'CIF (Baht)')","('Jan - Apr 2014', 'Quantity')","('Jan - Apr 2014', 'CIF (Baht)')"
AT,AUSTRIA,0,0,175,11711
BE,BELGIUM,0,0,85250,5584470
BR,BRAZIL,50,31550,50,31550
CN,CHINA,89500,6989527,194545,14715464
DK,DENMARK,0,0,0,1128
FI,FINLAND,9625,649306,232150,15275428
FR,FRANCE,50,16708,50,16708
DE,GERMANY,219617,20758998,596944,53493917
HK,HONG KONG,1500,901667,1500,901667
IN,INDIA,0,0,104000,5385262
ID,INDONESIA,0,0,7925,2970652
IT,ITALY,0,0,60,60304
JP,JAPAN,338153,28925581,1392924,121990780
KR,"KOREA,REPUBLIC OF",365246,23720960,1169446,73485575
KW,KUWAIT,346500,17480335,1534500,77696314
MY,MALAYSIA,2384216,131061969,11075200,624710444
NL,NETHERLANDS,248740,18691924,847955,67911954
NZ,NEW ZEALAND,48000,1273200,192050,5130447
QA,QATAR,306000,16436483,2371500,128994810
SA,SAUDI ARABIA,2838175,148205834,10664075,566502168
SG,SINGAPORE,1682147,96892266,7951368,462233954
ES,SPAIN,186000,21502953,720000,81597842
SE,SWEDEN,3100,308127,3100,308127
CH,SWITZERLAND,1500,516358,24925,6007658
TW,"TAIWAN, PROVINCE OF CHINA",750,137580,17852,1312612
GB,UNITED KINGDOM,0,0,40000,2666930
US,UNITED STATES,300479,22713631,1298679,90373982
VN,VIETNAM,0,0,10520,1533312
SUM,SUM,9369348,557214957,40536743,2410905170
