"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2018', 'Quantity')","('Oct 2018', 'CIF (Baht)')","('Jan - Oct 2018', 'Quantity')","('Jan - Oct 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,605,226859
CN,CHINA,0,0,4165,1983471
DE,GERMANY,0,0,155,51678
HK,HONG KONG,0,0,45,7481
IT,ITALY,0,0,13,11643
JP,JAPAN,14300,2595307,20569,3555330
KR,"KOREA,REPUBLIC OF",0,0,0,5206
NL,NETHERLANDS,500,94837,1625,301800
SG,SINGAPORE,0,0,4500,1970606
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2145,130793
TR,TÜRKIYE,0,0,30,3019
GB,UNITED KINGDOM,0,0,966,505163
US,UNITED STATES,123,94904,138,112491
SUM,SUM,14923,2785048,34956,8865540
