"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2012', 'Quantity')","('Sept 2012', 'CIF (Baht)')","('Jan - Sept 2012', 'Quantity')","('Jan - Sept 2012', 'CIF (Baht)')"
AT,AUSTRIA,0,0,103,28597
BE,BELGIUM,38000,4140750,133000,14436920
CN,CHINA,0,0,16000,1686862
HK,HONG KONG,0,3000,0,3000
IN,INDIA,6,1386,6,1386
JP,JAPAN,184650,18929027,1432016,144697989
KR,"KOREA,REPUBLIC OF",43000,2031382,258395,13962406
MY,MALAYSIA,0,0,17750,1444265
QA,QATAR,0,0,82500,3599950
SA,SAUDI ARABIA,8,3835,8,3835
SG,SINGAPORE,0,0,9000,1461919
TW,"TAIWAN, PROVINCE OF CHINA",0,0,416000,27657970
TH,THAILAND,0,0,800,118300
US,UNITED STATES,0,0,100,35793
VN,VIETNAM,0,0,50,49299
SUM,SUM,265664,25109380,2365728,209188491
