"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
CN,CHINA,6000,641383,100725,8402990
FR,FRANCE,0,0,11000,927580
DE,GERMANY,0,0,1000,117562
IT,ITALY,0,0,68700,11384753
JP,JAPAN,2552,203245,2556,214365
KR,"KOREA,REPUBLIC OF",47154,3690464,740248,56878107
MY,MALAYSIA,4000,375995,28690,2779164
ES,SPAIN,0,0,23000,1935581
TW,"TAIWAN, PROVINCE OF CHINA",0,0,95,19375
GB,UNITED KINGDOM,5175,469232,38285,3724270
US,UNITED STATES,0,0,15527,1798608
VN,VIETNAM,0,0,2400,623808
SUM,SUM,64881,5380319,1032226,88806163
