"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'CIF (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'CIF (Baht)')"
BE,BELGIUM,24750,1178364,24750,1178364
CN,CHINA,258,23733,2581,255953
JP,JAPAN,590,177961,15735,1611575
KR,"KOREA,REPUBLIC OF",0,0,34000,1674863
MY,MALAYSIA,16,2442,20017,418466
SA,SAUDI ARABIA,43200,1948528,43200,1948528
TW,"TAIWAN, PROVINCE OF CHINA",4000,472527,4000,472527
AE,UNITED ARAB EMIRATES,0,0,24750,951799
US,UNITED STATES,0,0,689,307404
SUM,SUM,72814,3803555,169722,8819479
