"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'CIF (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,32936,1473777
BE,BELGIUM,84210,4767527,336300,18889030
BR,BRAZIL,0,0,5500,409351
CN,CHINA,7500,600755,226350,10335667
FR,FRANCE,0,0,42675,3545456
DE,GERMANY,200600,24533666,246135,43455949
IN,INDIA,0,0,50,294
ID,INDONESIA,24750,1066139,148500,6603964
IT,ITALY,0,0,2750,535328
JP,JAPAN,2032433,105568941,8998444,486896489
KR,"KOREA,REPUBLIC OF",50,7213,168905,8196593
KW,KUWAIT,569250,23905853,2772000,118200994
LU,LUXEMBOURG,300,89247,300,89247
MY,MALAYSIA,585500,25417575,2462500,108250336
NL,NETHERLANDS,0,0,700,184375
QA,QATAR,3371631,151763842,14520479,660919238
RU,RUSSIAN FEDERATION,0,0,22,12342
SA,SAUDI ARABIA,2479000,105718830,9993500,433725169
SG,SINGAPORE,1161080,50291757,7774316,354292144
SE,SWEDEN,0,0,11000,811937
TW,"TAIWAN, PROVINCE OF CHINA",0,0,225000,10594243
TH,THAILAND,26000,1174336,39322,2086031
AE,UNITED ARAB EMIRATES,764000,31519308,4305900,183954840
GB,UNITED KINGDOM,0,0,9999,2072329
US,UNITED STATES,297025,13316148,1923425,90972070
VN,VIETNAM,200,17392,200,17392
SUM,SUM,11603529,539758529,54247208,2546524585
