"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2012', 'Quantity')","('Sept 2012', 'CIF (Baht)')","('Jan - Sept 2012', 'Quantity')","('Jan - Sept 2012', 'CIF (Baht)')"
CN,CHINA,0,0,32,14154
FR,FRANCE,0,0,2000,231900
HK,HONG KONG,0,0,1525,152812
IE,IRELAND,0,0,0,5000
JP,JAPAN,0,2100,6775,1421078
KR,"KOREA,REPUBLIC OF",0,0,70,35069
RO,ROMANIA,2000,220824,3000,338401
SA,SAUDI ARABIA,0,0,74250,3189524
SG,SINGAPORE,0,0,7000,808299
AE,UNITED ARAB EMIRATES,0,0,52000,2539708
US,UNITED STATES,2500,197375,169500,7932912
SUM,SUM,4500,420299,316152,16668857
