"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2022', 'Quantity')","('Jun 2022', 'CIF (Baht)')","('Jan - Jun 2022', 'Quantity')","('Jan - Jun 2022', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2222,3643986
BD,BANGLADESH,12,1853,34,7801
BE,BELGIUM,27200,1976009,33530,4065623
BZ,BELIZE,0,0,764,266807
BR,BRAZIL,382,135638,1719,635769
CA,CANADA,1,15220,12,136704
CN,CHINA,212456,17648890,866759,72615838
FR,FRANCE,18000,1795111,128909,10000190
DE,GERMANY,336924,22633123,1252203,97847782
HK,HONG KONG,125,30132,249725,23345338
IN,INDIA,0,0,28,5313
ID,INDONESIA,0,0,22569,2495422
IT,ITALY,0,0,15580,3349964
JP,JAPAN,226420,40415424,1096054,185474676
KR,"KOREA,REPUBLIC OF",206800,21055223,2204608,154312935
MY,MALAYSIA,137600,12101625,720498,61642191
NL,NETHERLANDS,240000,22097940,280400,28049142
NO,NORWAY,0,0,480,191411
SA,SAUDI ARABIA,198000,8493518,792025,34096383
SG,SINGAPORE,9151,977321,233170,33880162
ES,SPAIN,0,0,0,991
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2644,3023785
TH,THAILAND,263,32512,413,60782
AE,UNITED ARAB EMIRATES,321750,17808992,1466190,96153683
GB,UNITED KINGDOM,15200,2124763,52198,7825299
US,UNITED STATES,126220,24092808,528900,96270726
VN,VIETNAM,0,0,10304,980160
SUM,SUM,2076504,193436102,9961938,920378863
