"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
AU,AUSTRALIA,24000,2287008,24000,2287008
BE,BELGIUM,24000,2274443,48000,4716689
CN,CHINA,308000,15975584,515300,28295035
FI,FINLAND,0,0,24750,1580163
HK,HONG KONG,145100,14439463,424010,35863414
IT,ITALY,0,0,1435,373889
JP,JAPAN,0,0,9006,931535
KR,"KOREA,REPUBLIC OF",327000,19415293,1283466,82274729
MY,MALAYSIA,16100,1031668,36700,2463277
NZ,NEW ZEALAND,0,0,631,379177
SA,SAUDI ARABIA,0,0,550,27825
SG,SINGAPORE,20955,1821768,559222,36866849
ES,SPAIN,0,0,3500,934107
SE,SWEDEN,0,0,112000,8899228
AE,UNITED ARAB EMIRATES,278000,13643810,1401098,68297041
GB,UNITED KINGDOM,0,0,17250,1888151
US,UNITED STATES,191772,10809882,1360465,77255878
VN,VIETNAM,21100,1198073,214189,12462789
SUM,SUM,1356027,82896992,6035572,365796784
