"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2023', 'Quantity')","('Feb 2023', 'CIF (Baht)')","('Jan - Feb 2023', 'Quantity')","('Jan - Feb 2023', 'CIF (Baht)')"
AU,AUSTRALIA,1,378,26,7028
AT,AUSTRIA,148,136729,25458,3470579
BE,BELGIUM,150,25446,150,25446
CN,CHINA,1391362,61468811,2511053,122243991
DE,GERMANY,26000,3373371,62000,8115377
HK,HONG KONG,1,464,1,464
IN,INDIA,466568,27815822,940593,51922209
ID,INDONESIA,30650,3128323,30651,3128775
JP,JAPAN,655070,56261037,1059246,93820559
KR,"KOREA,REPUBLIC OF",938840,38104205,2421865,103164424
LV,LATVIA,0,0,11308,587246
MY,MALAYSIA,46170,8599422,101170,10726656
MX,MEXICO,0,0,614,41130
NL,NETHERLANDS,49500,4597632,49500,4597632
OM,OMAN,544500,17597962,2128500,69538933
SA,SAUDI ARABIA,2085590,69800874,3932810,131380370
SG,SINGAPORE,781505,29970428,1043505,40593387
ZA,SOUTH AFRICA,0,0,24750,866210
ES,SPAIN,25,905,25,905
TW,"TAIWAN, PROVINCE OF CHINA",67173,4990282,151968,8738501
TH,THAILAND,0,0,125,4079
AE,UNITED ARAB EMIRATES,1505475,50660725,4203250,138850115
US,UNITED STATES,0,1486,1950,245081
VN,VIETNAM,2246940,79492913,3066765,108524556
SUM,SUM,10835668,456027215,21767283,900593653
