"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
BR,BRAZIL,0,0,95,103515
CN,CHINA,19000,1195298,223074,13772953
FR,FRANCE,0,0,100,71639
DE,GERMANY,0,0,1376,117934
HK,HONG KONG,0,0,2,1306
IN,INDIA,0,0,225,21739
IL,ISRAEL,0,0,101000,8605496
JP,JAPAN,8000,793436,117377,10876714
KR,"KOREA,REPUBLIC OF",0,0,91200,5006735
MY,MALAYSIA,0,0,60066,1355138
NL,NETHERLANDS,0,0,50,51216
QA,QATAR,0,0,246000,13279328
SG,SINGAPORE,0,0,27603,1673614
TW,"TAIWAN, PROVINCE OF CHINA",0,0,30000,3271981
TR,TÜRKIYE,0,0,10,5235
US,UNITED STATES,252,341791,73004,22613302
SUM,SUM,27252,2330525,971182,80827845
