"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'CIF (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1072804,33833403
AT,AUSTRIA,4297,292144,11427,2071217
BE,BELGIUM,25,13669,157560,1351240
CN,CHINA,936378,49512596,7365996,415169996
CO,COLOMBIA,0,0,17677,217697
CZ,CZECH REPUBLIC,3,1723,3,1723
DK,DENMARK,0,0,30,9523
FI,FINLAND,0,0,186500,9133872
FR,FRANCE,0,0,3830,477304
DE,GERMANY,8000,683254,60879,6107675
HK,HONG KONG,0,0,1304,944439
IN,INDIA,4150,217202,750126,21132914
ID,INDONESIA,29000,1469928,395910,27697720
IL,ISRAEL,25,19531,15045,1023811
IT,ITALY,0,0,5423,390562
JP,JAPAN,458296,35277634,6448432,452499017
KR,"KOREA,REPUBLIC OF",1212357,48977389,15605892,632421894
MY,MALAYSIA,33260,4338083,1601536,95187191
MX,MEXICO,0,0,25,96070
NL,NETHERLANDS,0,0,507786,41778852
NZ,NEW ZEALAND,0,0,912,478008
OM,OMAN,519750,15942738,2373875,70390303
PH,PHILIPPINES,0,0,12,2882
PL,POLAND,0,0,182397,2602254
SA,SAUDI ARABIA,792500,25500858,15736700,475227773
SG,SINGAPORE,204486,15082598,5522546,296127521
ZA,SOUTH AFRICA,99000,3134710,222751,6853913
ES,SPAIN,0,0,21100,165645
SE,SWEDEN,0,0,50000,1963237
CH,SWITZERLAND,0,0,175,62161
TW,"TAIWAN, PROVINCE OF CHINA",391236,16387160,3139850,131578355
TH,THAILAND,0,0,104525,2581383
TR,TÜRKIYE,0,0,1,31
AE,UNITED ARAB EMIRATES,792000,24476851,9899982,291523749
GB,UNITED KINGDOM,0,0,13075,1805063
US,UNITED STATES,5250,477311,1066255,29735158
VN,VIETNAM,323,111886,479653,18773556
SUM,SUM,5490336,241917265,73021994,3071417112
