"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2018', 'Quantity')","('Oct 2018', 'CIF (Baht)')","('Jan - Oct 2018', 'Quantity')","('Jan - Oct 2018', 'CIF (Baht)')"
CN,CHINA,9600,704661,98325,8439674
DE,GERMANY,40000,2450288,130000,7464975
IT,ITALY,0,0,200,20166
JP,JAPAN,206000,14757800,1716050,129663972
KR,"KOREA,REPUBLIC OF",166000,8684616,1812350,104266066
MY,MALAYSIA,10000,591913,40000,2391984
SE,SWEDEN,0,0,20000,1466597
AE,UNITED ARAB EMIRATES,253000,12948586,2791886,142984147
GB,UNITED KINGDOM,0,0,150,8696
US,UNITED STATES,114983,7708629,2817093,149512991
VN,VIETNAM,17775,1046313,367136,21266280
SUM,SUM,817358,48892806,9793190,567485548
