"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'CIF (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'CIF (Baht)')"
AU,AUSTRALIA,72200,3672301,399175,19345491
AT,AUSTRIA,0,0,680,1034378
BE,BELGIUM,4100,555412,22841,2909246
CA,CANADA,0,0,15288,2347047
CN,CHINA,200723,9816361,1286166,56273656
EC,ECUADOR,28,22799,28,22799
FR,FRANCE,20180,1350563,173314,13712022
DE,GERMANY,21170,4539448,353206,59231942
HK,HONG KONG,0,0,11000,860454
IN,INDIA,0,0,5999,306058
ID,INDONESIA,45500,3886834,233278,17992171
IE,IRELAND,0,0,100,33009
IL,ISRAEL,2400,395852,3600,579719
IT,ITALY,1020,118272,19398,3679284
JP,JAPAN,275021,51211197,1693540,319487806
KR,"KOREA,REPUBLIC OF",197390,13405853,2103653,135237049
MY,MALAYSIA,180207,15387784,1180712,105238405
NL,NETHERLANDS,105670,10944800,884878,90790698
PG,PAPUA NEW GUINEA,0,0,32,16384
PH,PHILIPPINES,0,0,50,64855
SA,SAUDI ARABIA,173250,8108727,2103750,94010179
SG,SINGAPORE,9000,1543185,594691,59555579
ES,SPAIN,35750,2899475,61875,4961115
CH,SWITZERLAND,500,287492,2500,1752255
TW,"TAIWAN, PROVINCE OF CHINA",59210,3327145,638570,42596923
TR,TÜRKIYE,0,0,20,39394
GB,UNITED KINGDOM,50896,5420759,461548,47371293
US,UNITED STATES,80684,10046607,422103,59727745
VN,VIETNAM,0,0,185,124190
SUM,SUM,1534899,146940866,12672180,1139301146
